───────────────────────────────────────────────────────────────────
─██████████████─██████████████─██████████████████─██████████████───
─██░░░░░░░░░░░██─██░░░░░░░░░░░██─██░░░░░░░░░░░░░░██─██░░░░░░░░░░░██───
─██░░██████████─██░░██████████─████████████░░░░██─██░░██████░░░██───
─██░░██─────────██░░██─────────────────████░░████─██░░██──██░░░██───
─██░░██████████─██░░██───────────────████░░████───██░░██████░░░████─
─██░░░░░░░░░░░██─██░░██─────────────████░░████─────██░░░░░░░░░░░░░██─
─██░░██████████─██░░██───────────████░░████───────██░░████████░░░██─
─██░░██─────────██░░██─────────████░░████─────────██░░██────██░░░██─
─██░░██─────────██░░██████████─██░░░░████████████─██░░████████░░░██─
─██░░██─────────██░░░░░░░░░░░██─██░░░░░░░░░░░░░░░██─██░░░░░░░░░░░░░██─
─██████─────────██████████████─██████████████████─████████████████─
───────────────────────────────────────────────────────────────────

更新公告,#genre#
阅兵装备详解,https://sns-video-default.xhscdn.com/stream/79/110/258/01e8bc3d97bc5b9e4f037001991f54f4f9_258.mp4
朝鲜视角阅兵,https://sns-video-default.xhscdn.com/stream/79/110/258/01e8be81aabc2e7a4f03700199282ce8e4_258.mp4

1949阅兵,https://vip.dytt-luck.com/20250923/24454_0af03ed6/index.m3u8
1950年阅兵新中国第一个国庆节阅兵,https://vip.dytt-luck.com/20250923/24455_b290a635/index.m3u8
1951年国庆大阅兵,https://vip.dytt-luck.com/20250923/24456_a2d336f8/index.m3u8
1952年国庆大阅兵,https://vip.dytt-luck.com/20250923/24457_f1ce00c0/index.m3u8
1953年国庆大阅兵,https://vip.dytt-luck.com/20250923/24458_a6796dbc/index.m3u8
1954年建国五周年国防部长彭德怀阅兵,https://vip.dytt-luck.com/20250923/24459_6320267b/index.m3u8
1955阅兵,https://vip.dytt-luck.com/20250923/24460_d6139184/index.m3u8
1956年国庆大阅兵,https://vip.dytt-luck.com/20250923/24461_f5733e3a/index.m3u8
1957年国庆大阅兵,https://vip.dytt-luck.com/20250923/24462_50299aa5/index.m3u8
1958年国庆9周年大阅兵,https://vip.dytt-luck.com/20250923/24463_eee75242/index.m3u8
1959庆祝建国十周年,https://vip.dytt-luck.com/20250923/24465_8d7c30cf/index.m3u8
1980年解放军演习,https://vip.dytt-luck.com/20250923/24464_ce169541/index.m3u8
1981年华北军事演习及阅兵式邓小平亲自到场观看,https://vip.dytt-luck.com/20250923/24467_6b3a8f76/index.m3u8
1984年邓小平大阅兵,https://vip.dytt-luck.com/20250923/24468_73a3d9df/index.m3u8
1999八一电影制片厂《世纪大阅兵》,https://vip.dytt-luck.com/20250923/24469_cd53dd33/index.m3u8
1999国庆阅兵,https://vip.dytt-luck.com/20250923/24470_37b47bc2/index.m3u8
2009《盛世大阅兵》,https://vip.dytt-luck.com/20250923/24471_07246f1a/index.m3u8
2009中国海上大阅兵,https://vip.dytt-luck.com/20250923/24472_cd9015a6/index.m3u8
2015中国抗日战争暨世界反法西斯战争胜利70周年阅兵,https://vip.dytt-luck.com/20250923/24466_0608bbe8/index.m3u8
2017建军90周年朱日和阅兵,https://vip.dytt-luck.com/20250923/24473_d0241607/index.m3u8
2019国庆70周年大阅兵.群众游行,https://vip.dytt-luck.com/20250923/24474_4184dfd0/index.m3u8

朝鲜劳动党成立80周年阅兵第01集,https://vip.dytt-kan.com/20251013/8033_fc5b3186/index.m3u8
朝鲜劳动党成立80周年阅兵第02集,https://vip.dytt-kan.com/20251013/8034_cc4af25f/index.m3u8
朝鲜劳动党成立80周年阅兵第03集,https://vip.dytt-kan.com/20251013/8035_a2b8a85a/index.m3u8
朝鲜劳动党成立80周年阅兵第04集,https://vip.dytt-kan.com/20251013/8036_750263db/index.m3u8

UFC格斗之夜②,https://txmov2.a.yximgs.com/bs3/video-hls/5189554226836202631_hlsb.m3u8?pkey=AAXSV7JAeO9odQjnMgyNIfPEebdRZsIbqDtZjPmCcngq2T3CpRqckqi4KWLMTP6c530T9vGf4V4Bhg9Zcy5rxoPU7dgU_WZCVRaBoyDNV2K2QZ93qPGe-Jav6ZOTDAYZP1k
UFC格斗①,https://txmov2.a.yximgs.com/mediacloud/acfun/acfun_video/8983d8c926edf403-e8bfe3f01cfa00a46eca126706bd7b1f-hls_1080p_h264_60_1.m3u8?pkey=ABBRbnXG8ub6M73LmC58Re5OToo6A8Ri64I86UPefcv6zytj5GaOBBp3auY1VHFouDRJDOfdcxTYd4Bhj8JAXIandAsR8MtUE6DC_7sLWZiknVnPOLLfTu1EAnm63boreF3g1S8IOU7iMlJArIveLlkEk9853uCGrvwqh2RmZgTwlu2Yy5M91OBRyQXXhSIBkkDANqVrKoTRsIW8Dt7P8eFS5TIWU8_nOEmGccAUJ9ky3ncc9WxMz9L9jpZamYmLfN0&safety_id=AALufSf0OHCmkfb0zHi92cpK
泰之战①,https://txmov2.a.yximgs.com/bs3/video-hls/5232338420747548479_hlsb.m3u8?pkey=AAUR7Wp4cKw3MEaOyv0EwH0kj1gOlii1ZrT8SUp9YTncOWbLEHJbYU-x-Yhtke7HqUQ6yr6Pbju4qJrcU5aaMmCaVrtTQFSkIPT20ZtqAdq3HfUJDPL1s0y8u3JSO6prRNg
武林风③,https://txmov2.a.yximgs.com/bs3/video-hls/5230931045761004318_hlsb.m3u8?pkey=AAVTKbr7pJ8xZ2oLnj2D_utkZtu68l5j3B0HGCAmoJda5-fVEzVWFCNOZ43xQmWN7DnRDPTHVhz1k8eE8OGAiVQKjvdjPlnqL9fJAHubPbSJ-If0h8PaVqVNfRZANTTZbQs

CityFM城市音乐台（24小时）,https://lhttp.qingting.fm/live/20500153/64k.mp3
清晨音乐台,https://lhttp.qingting.fm/live/4915/64k.mp3
怀集音乐之声,https://lhttp.qingting.fm/live/4804/64k.mp3
动听音乐台,https://lhttp.qingting.fm/live/5022107/64k.mp3
星河音乐,https://lhttp.qingting.fm/live/20210755/64k.mp3
80后音乐台,https://lhttp.qingting.fm/live/20207761/64k.mp3
90后潮流音悦台,https://lhttp.qingting.fm/live/20207760/64k.mp3
AsiaFM亚洲热歌台,https://lhttp.qingting.fm/live/20500208/64k.mp3
AsiaFM亚洲天空台,https://lhttp.qingting.fm/live/20071/64k.mp3
AsiaFM亚洲经典台,https://lhttp.qingting.fm/live/5021912/64k.mp3
云梦音乐台,https://lhttp.qingting.fm/live/20500187/64k.mp3


重温经典,http://php.jdshipin.com/PLTV/iptv.php?id=cwjd#http://php.jdshipin.com:8880/TVOD/iptv.php?id=cwjd
重温经典,https://php.946985.xyz/iptv/jacktv.php?id=3oiena
重温经典,https://gdcucc.v1.mk/gdcucc/cwjd.m3u8
重温经典,http://m.061899.xyz/mg/cwjd
峨眉电影,http://8.138.250.123:8888/edge-cache02.live3.omd.sc96655.com/live/emdy4k_8000.m3u8
搜狐剧场,https://hdl-vip-ws.qf.56.com/live/lc_11730.flv
五星体育,https://gdcucc.v1.mk/gdcucc/wxty.m3u8
1905电影网,http://xxwx.yoesun.com/xxw/1905电影网.php?id=1905#http://php.jdshipin.com:8880/1905.php?id=1905dy#http://php.jdshipin.com:8880/1905.php?id=1905dy2
1905电影网,http://xxwx.yoesun.com/xxw/1905电影网.php?id=1905电影网.php?id=1905

文化影视,http://live.shaoxing.com.cn/video/s10001-sxtv3/index.m3u8?zzhed
钱江,http://ali-m-l.cztv.com/channels/lantian/channel002/1080p.m3u8
6,http://ali-m-l.cztv.com/channels/lantian/channel006/1080p.m3u8
JC乡村频道,http://live.jinchuanrmt.com:90/live/jcxc.m3u8
淇县电视台,http://tvpull.dxhmt.cn:9081/tv/10622-1.m3u8
襄城电视台,http://tvpull.dxhmt.cn:9081/tv/11025-1.m3u8
淅川广播电视台,http://tvpull.dxhmt.cn:9081/tv/11326-1.m3u8
延津电视台,http://tvpull.dxhmt.cn:9081/tv/10726-1.m3u8
壶关电视台,http://zmjp3jin.live.sxmty.com/live/hls/268fe96f955d496db37fb10bb887cda9/fc196029d289449ea524a94a95379a0d.m3u8?zshanxd
七星关电视台,https://p8.vzan.com:443/slowlive/147077707554082780/live.m3u8
萧山电视台,https://l.cztvcloud.com/channels/lantian/SXxiaoshan2/720p.m3u8
什邡,http://live.sfrmt.com:85/live/zhpd.m3u8
PVA,http://video.epaper.pybtv.cn:8080/live/rtmp_live_demo.flv
LQTV,http://l.cztvcloud.com/channels/lantian/SXlongquan1/720p.m3u8
青田电视台,http://l.cztvcloud.com/channels/lantian/SXqingtian1/720p.m3u8
SYTV,http://l.cztvcloud.com/channels/lantian/SXsongyang1/720p.m3u8
云,http://l.cztvcloud.com/channels/lantian/SXyunhe1/720p.m3u8
天祝,https://play.kankanlive.com/live/1656487214793905.m3u8
快乐垂钓,http://8.138.7.223/tv/mgtv.php?id=218
普洱TV,https://zhibo.puerw.cn/puer/c752b300-602c-4083-8c5e-f6bb97b58f2d.m3u8
TANG,https://ntd02.akamaized.net/HD-NY/tracks-v3a1/mono.m3u8
象视界,http://1.94.31.214/php/hntv.php?id=xsj

春晚合集,#genre#
2026年央视春晚,https://vip.dytt-cinema.com/20260217/49525_0527dc6a/index.m3u8
2026年央视网络春晚,https://svip.ryplay17.com/20260210/12216_6db918f1/index.m3u8
2026BILIBILI大年初一上,https://vip.dytt-cinema.com/20260219/49774_605791bb/index.m3u8
2026BILIBILI大年初一下,https://vip.dytt-cinema.com/20260219/49775_90ca36fd/index.m3u8
2026天津戏曲春晚,https://vip.dytt-cinema.com/20260218/49759_53d17ade/index.m3u8
2026北京卫视春节联欢晚会,https://vip.dytt-cinema.com/20260218/49640_e3826792/index.m3u8
2026春节藏历新年联欢晚会,https://vip.dytt-cinema.com/20260218/49641_7819e02e/index.m3u8
2026江苏卫视AI荔枝春节联欢晚会,https://vip.dytt-cinema.com/20260217/49623_09ffb3b8/index.m3u8
“美好加马”浙江卫视2026年春节晚会,https://vip.dytt-cinema.com/20260217/49622_951bb0a9/index.m3u8
2026东方卫视春节晚会,https://vip.dytt-cinema.com/20260217/49617_64a2ced1/index.m3u8
2026湖北卫视春节联欢晚会,https://vip.dytt-cinema.com/20260217/49611_bad2a4ad/index.m3u8
2026海南省春节联欢晚会：来海南见春天,https://vip.dytt-cinema.com/20260217/49612_0639d07c/index.m3u8
2026天津相声春晚,https://vip.dytt-cinema.com/20260217/49610_b574f08e/index.m3u8
2026云南省春节文艺晚会,https://vip.dytt-cinema.com/20260217/49607_1c0c88fe/index.m3u8
2026陕西丝路春晚,https://vip.dytt-cinema.com/20260217/49608_7fd55078/index.m3u8
河南卫视2026中国杂技大联欢,https://vip.dytt-cinema.com/20260217/49598_8973babc/index.m3u8
2026湖南戏曲春晚,https://vip.dytt-cinema.com/20260217/49599_a173236a/index.m3u8
2026福建省春节联欢晚会上,https://vip.dytt-cinema.com/20260217/49600_5fbbafb1/index.m3u8
2026福建省春节联欢晚会下,https://vip.dytt-cinema.com/20260217/49597_f850c684/index.m3u8
辽宁春节联欢晚会2026上,https://vip.dytt-cinema.com/20260216/49501_058e78bf/index.m3u8
辽宁春节联欢晚会2026下,https://vip.dytt-cinema.com/20260216/49500_424351fe/index.m3u8
安徽卫视春节联欢晚会202620260215,https://vip.dytt-cinema.com/20260216/49457_44cc3bcb/index.m3u8
山东春节联欢晚会2026,https://vip.dytt-cinema.com/20260216/49456_e4731d83/index.m3u8
2026川渝春节联欢晚会,https://vip.dytt-cinema.com/20260215/49436_8e8336b1/index.m3u8
2026新疆国际春节联欢晚会,https://vip.dytt-cinema.com/20260215/49425_d78e4f87/index.m3u8
2026蓉港新春晚会,https://svip.ryplay17.com/20260215/12430_747cdb11/index.m3u8$https://vip.dytt-cinema.com/20260215/49426_f1da17f5/index.m3u8
深圳卫视春节联欢晚会2026,https://vip.dytt-cinema.com/20260215/49342_ae73c1f2/index.m3u8
2026把乐带回家沈视春晚,https://svip.ryplay17.com/20260214/12394_24f638de/index.m3u8$https://vip.dytt-cinema.com/20260214/49312_2270e891/index.m3u8
马蹄升升潮前跃·2026河南春晚,https://svip.ryplay17.com/20260214/12391_b6319790/index.m3u8$https://vip.dytt-cinema.com/20260214/49310_0cf88020/index.m3u8
2026黄河民歌春晚,https://svip.ryplay17.com/20260213/12355_4a6c0fb7/index.m3u8$https://vip.dytt-cinema.com/20260213/49149_9d1c3eae/index.m3u8


付费频道,#genre#
文化精品,http://38.75.136.137:98/gslb/dsdqpub/ysjp.m3u8?auth=testpub
央视台球,http://38.75.136.137:98/gslb/dsdqpub/ystq.m3u8?auth=testpub
央视台球,http://171.83.103.119:9999/rtp/239.69.1.98:10224
风云音乐,http://38.75.136.137:98/gslb/dsdqpub/fyyy.m3u8?auth=testpub
风云音乐,http://171.83.103.119:9999/rtp/239.69.1.90:10180
第一剧场,http://171.83.103.119:9999/rtp/239.69.1.74:10084
怀旧剧场,http://38.75.136.137:98/gslb/dsdqpub/hjjc.m3u8?auth=testpub
怀旧剧场,http://171.83.103.119:9999/rtp/239.69.1.89:10174
女性时尚,http://38.75.136.137:98/gslb/dsdqpub/nxss.m3u8?auth=testpub
高尔夫网球,http://38.75.136.137:98/gslb/dsdqpub/gefwq.m3u8?auth=testpub
高尔夫网球,http://171.83.103.119:9999/rtp/239.69.1.83:10138
风云足球,http://38.75.136.137:98/gslb/dsdqpub/fyzq.m3u8?auth=testpub
电视指南,http://38.75.136.137:98/gslb/dsdqpub/dszn.m3u8?auth=testpub
电视指南,http://171.83.103.119:9999/rtp/239.69.1.87:10162
世界地理,http://38.75.136.137:98/gslb/dsdqpub/sjdl.m3u8?auth=testpub
兵器科技,http://38.75.136.137:98/gslb/dsdqpub/gfjs.m3u8?auth=testpub
兵器科技,http://171.83.103.119:9999/rtp/239.69.1.79:10114

福建百事,#genre#
CCTV1,http://tv.sohu.blog/d/fjbst.php?id=165
CCTV2,http://tv.sohu.blog/d/fjbst.php?id=166
CCTV4,http://tv.sohu.blog/d/fjbst.php?id=167
CCTV7,http://tv.sohu.blog/d/fjbst.php?id=168
CCTV9,http://tv.sohu.blog/d/fjbst.php?id=169
CCTV10,http://tv.sohu.blog/d/fjbst.php?id=170
CCTV11,http://tv.sohu.blog/d/fjbst.php?id=171
CCTV12,http://tv.sohu.blog/d/fjbst.php?id=172
CCTV13,http://tv.sohu.blog/d/fjbst.php?id=173
CCTV14,http://tv.sohu.blog/d/fjbst.php?id=174
CCTV15,http://tv.sohu.blog/d/fjbst.php?id=175
CCTV17,http://tv.sohu.blog/d/fjbst.php?id=176


东方卫视,http://tv.sohu.blog/d/fjbst.php?id=179
湖南卫视,http://tv.sohu.blog/d/fjbst.php?id=180
江苏卫视,http://tv.sohu.blog/d/fjbst.php?id=181
浙江卫视,http://tv.sohu.blog/d/fjbst.php?id=182
河北卫视,http://tv.sohu.blog/d/fjbst.php?id=183
广东卫视,http://tv.sohu.blog/d/fjbst.php?id=184
山东卫视,http://tv.sohu.blog/d/fjbst.php?id=185
湖北卫视,http://tv.sohu.blog/d/fjbst.php?id=186
深圳卫视,http://tv.sohu.blog/d/fjbst.php?id=187
黑龙江卫视,http://tv.sohu.blog/d/fjbst.php?id=188
贵州卫视,http://tv.sohu.blog/d/fjbst.php?id=189
安徽卫视,http://tv.sohu.blog/d/fjbst.php?id=190
天津卫视,http://tv.sohu.blog/d/fjbst.php?id=191
四川卫视,http://tv.sohu.blog/d/fjbst.php?id=192
江西卫视,http://tv.sohu.blog/d/fjbst.php?id=193
辽宁卫视,http://tv.sohu.blog/d/fjbst.php?id=194
重庆卫视,http://tv.sohu.blog/d/fjbst.php?id=195
北京卫视,http://tv.sohu.blog/d/fjbst.php?id=196
云南卫视,http://tv.sohu.blog/d/fjbst.php?id=197
河南卫视,http://tv.sohu.blog/d/fjbst.php?id=198
广西卫视,http://tv.sohu.blog/d/fjbst.php?id=200
陕西卫视,http://tv.sohu.blog/d/fjbst.php?id=201
青海卫视,http://tv.sohu.blog/d/fjbst.php?id=202
宁夏卫视,http://tv.sohu.blog/d/fjbst.php?id=203
海峡卫视,http://tv.sohu.blog/d/fjbst.php?id=163
厦门卫视,http://tv.sohu.blog/d/fjbst.php?id=164
中国教育-1,http://tv.sohu.blog/d/fjbst.php?id=204
中国教育-2,http://tv.sohu.blog/d/fjbst.php?id=206
中国教育-4,http://tv.sohu.blog/d/fjbst.php?id=218
金鹰卡通,http://tv.sohu.blog/d/fjbst.php?id=208
卡酷少儿,http://tv.sohu.blog/d/fjbst.php?id=209
吉林卫视,http://tv.sohu.blog/d/fjbst.php?id=210
山西卫视,http://tv.sohu.blog/d/fjbst.php?id=211
甘肃卫视,http://tv.sohu.blog/d/fjbst.php?id=212
内蒙古卫视,http://tv.sohu.blog/d/fjbst.php?id=213
新疆卫视,http://tv.sohu.blog/d/fjbst.php?id=214
兵团卫视,http://tv.sohu.blog/d/fjbst.php?id=215
西藏卫视,http://tv.sohu.blog/d/fjbst.php?id=216
三沙卫视,http://tv.sohu.blog/d/fjbst.php?id=217
海南卫视,http://tv.sohu.blog/d/fjbst.php?id=199
都市剧场,http://tv.sohu.blog/d/fjbst.php?id=220
欢笑剧场,http://tv.sohu.blog/d/fjbst.php?id=219
哈哈炫动,http://tv.sohu.blog/d/fjbst.php?id=221
动漫秀场,http://tv.sohu.blog/d/fjbst.php?id=222
嘉佳卡通,http://tv.sohu.blog/d/fjbst.php?id=223
游戏风云,http://tv.sohu.blog/d/fjbst.php?id=224
乐游,http://tv.sohu.blog/d/fjbst.php?id=225
法治天地,http://tv.sohu.blog/d/fjbst.php?id=226
东方财经,http://tv.sohu.blog/d/fjbst.php?id=227
金色学堂,http://tv.sohu.blog/d/fjbst.php?id=40
快乐垂钓,http://tv.sohu.blog/d/fjbst.php?id=229
生活时尚,http://tv.sohu.blog/d/fjbst.php?id=230
福建综合,http://tv.sohu.blog/d/fjbst.php?id=154
东南卫视,http://tv.sohu.blog/d/fjbst.php?id=155
福建乡村振兴·公共频道,http://tv.sohu.blog/d/fjbst.php?id=156
福建新闻,http://tv.sohu.blog/d/fjbst.php?id=157
福建电视剧,http://tv.sohu.blog/d/fjbst.php?id=158
福建旅游,http://tv.sohu.blog/d/fjbst.php?id=159
福建经济生活,http://tv.sohu.blog/d/fjbst.php?id=160
福建文体,http://tv.sohu.blog/d/fjbst.php?id=161
福建少儿,http://tv.sohu.blog/d/fjbst.php?id=162

央卫高码,#genre#
CCTV1,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv1
CCTV2,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv2
CCTV3,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv3
CCTV4,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv4
CCTV5,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv5
CCTV5+,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv5p
CCTV6,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv6
CCTV7,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv7
CCTV8,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv8
CCTV9,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv9
CCTV10,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv10
CCTV11,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv11
CCTV12,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv12
CCTV13,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv13
CCTV14,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv14
CCTV15,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv15
